,country,indicator,date,year_week,value,source,url
3345,Belgium,Daily hospital occupancy per 100k,2023-04-06,2023-W14,1389.0,Country_Website,
3346,Belgium,Daily hospital occupancy per 100k,2023-04-07,2023-W14,1290.0,Country_Website,
3347,Belgium,Daily hospital occupancy per 100k,2023-04-08,2023-W14,1218.0,Country_Website,
3348,Belgium,Daily hospital occupancy per 100k,2023-04-09,2023-W14,1230.0,Country_Website,
3349,Belgium,Daily hospital occupancy per 100k,2023-04-10,2023-W15,1303.0,Country_Website,
3350,Belgium,Daily hospital occupancy per 100k,2023-04-11,2023-W15,1338.0,Country_Website,
3351,Belgium,Daily hospital occupancy per 100k,2023-04-12,2023-W15,1312.0,Country_Website,
3352,Belgium,Daily ICU occupancy per 100k,2020-03-15,2020-W11,53.0,Country_Website,
3353,Belgium,Daily ICU occupancy per 100k,2020-03-16,2020-W12,79.0,Country_Website,
3354,Belgium,Daily ICU occupancy per 100k,2020-03-17,2020-W12,100.0,Country_Website,
3355,Belgium,Daily ICU occupancy per 100k,2020-03-18,2020-W12,130.0,Country_Website,
3356,Belgium,Daily ICU occupancy per 100k,2020-03-19,2020-W12,164.0,Country_Website,
3357,Belgium,Daily ICU occupancy per 100k,2020-03-20,2020-W12,229.0,Country_Website,
3358,Belgium,Daily ICU occupancy per 100k,2020-03-21,2020-W12,290.0,Country_Website,
3359,Belgium,Daily ICU occupancy per 100k,2020-03-22,2020-W12,326.0,Country_Website,
3360,Belgium,Daily ICU occupancy per 100k,2020-03-23,2020-W13,385.0,Country_Website,
3361,Belgium,Daily ICU occupancy per 100k,2020-03-24,2020-W13,487.0,Country_Website,
3362,Belgium,Daily ICU occupancy per 100k,2020-03-25,2020-W13,612.0,Country_Website,
3363,Belgium,Daily ICU occupancy per 100k,2020-03-26,2020-W13,699.0,Country_Website,
3364,Belgium,Daily ICU occupancy per 100k,2020-03-27,2020-W13,789.0,Country_Website,
3365,Belgium,Daily ICU occupancy per 100k,2020-03-28,2020-W13,867.0,Country_Website,
3366,Belgium,Daily ICU occupancy per 100k,2020-03-29,2020-W13,961.0,Country_Website,
3367,Belgium,Daily ICU occupancy per 100k,2020-03-30,2020-W14,1021.0,Country_Website,
3368,Belgium,Daily ICU occupancy per 100k,2020-03-31,2020-W14,1088.0,Country_Website,
3369,Belgium,Daily ICU occupancy per 100k,2020-04-01,2020-W14,1144.0,Country_Website,
3370,Belgium,Daily ICU occupancy per 100k,2020-04-02,2020-W14,1205.0,Country_Website,
3371,Belgium,Daily ICU occupancy per 100k,2020-04-03,2020-W14,1256.0,Country_Website,
3372,Belgium,Daily ICU occupancy per 100k,2020-04-04,2020-W14,1261.0,Country_Website,
3373,Belgium,Daily ICU occupancy per 100k,2020-04-05,2020-W14,1267.0,Country_Website,
3374,Belgium,Daily ICU occupancy per 100k,2020-04-06,2020-W15,1260.0,Country_Website,
3375,Belgium,Daily ICU occupancy per 100k,2020-04-07,2020-W15,1276.0,Country_Website,
3376,Belgium,Daily ICU occupancy per 100k,2020-04-08,2020-W15,1286.0,Country_Website,
3377,Belgium,Daily ICU occupancy per 100k,2020-04-09,2020-W15,1279.0,Country_Website,
3378,Belgium,Daily ICU occupancy per 100k,2020-04-10,2020-W15,1262.0,Country_Website,
3379,Belgium,Daily ICU occupancy per 100k,2020-04-11,2020-W15,1251.0,Country_Website,
3380,Belgium,Daily ICU occupancy per 100k,2020-04-12,2020-W15,1253.0,Country_Website,
3381,Belgium,Daily ICU occupancy per 100k,2020-04-13,2020-W16,1226.0,Country_Website,
3382,Belgium,Daily ICU occupancy per 100k,2020-04-14,2020-W16,1204.0,Country_Website,
3383,Belgium,Daily ICU occupancy per 100k,2020-04-15,2020-W16,1182.0,Country_Website,
3384,Belgium,Daily ICU occupancy per 100k,2020-04-16,2020-W16,1150.0,Country_Website,
3385,Belgium,Daily ICU occupancy per 100k,2020-04-17,2020-W16,1119.0,Country_Website,
3386,Belgium,Daily ICU occupancy per 100k,2020-04-18,2020-W16,1081.0,Country_Website,
3387,Belgium,Daily ICU occupancy per 100k,2020-04-19,2020-W16,1071.0,Country_Website,
3388,Belgium,Daily ICU occupancy per 100k,2020-04-20,2020-W17,1079.0,Country_Website,
3389,Belgium,Daily ICU occupancy per 100k,2020-04-21,2020-W17,1020.0,Country_Website,
3390,Belgium,Daily ICU occupancy per 100k,2020-04-22,2020-W17,993.0,Country_Website,
3391,Belgium,Daily ICU occupancy per 100k,2020-04-23,2020-W17,970.0,Country_Website,
3392,Belgium,Daily ICU occupancy per 100k,2020-04-24,2020-W17,934.0,Country_Website,
3393,Belgium,Daily ICU occupancy per 100k,2020-04-25,2020-W17,901.0,Country_Website,
3394,Belgium,Daily ICU occupancy per 100k,2020-04-26,2020-W17,903.0,Country_Website,
3395,Belgium,Daily ICU occupancy per 100k,2020-04-27,2020-W18,876.0,Country_Website,
3396,Belgium,Daily ICU occupancy per 100k,2020-04-28,2020-W18,797.0,Country_Website,
3397,Belgium,Daily ICU occupancy per 100k,2020-04-29,2020-W18,769.0,Country_Website,
3398,Belgium,Daily ICU occupancy per 100k,2020-04-30,2020-W18,749.0,Country_Website,
3399,Belgium,Daily ICU occupancy per 100k,2020-05-01,2020-W18,690.0,Country_Website,
3400,Belgium,Daily ICU occupancy per 100k,2020-05-02,2020-W18,684.0,Country_Website,
3401,Belgium,Daily ICU occupancy per 100k,2020-05-03,2020-W18,655.0,Country_Website,
3402,Belgium,Daily ICU occupancy per 100k,2020-05-04,2020-W19,646.0,Country_Website,
3403,Belgium,Daily ICU occupancy per 100k,2020-05-05,2020-W19,582.0,Country_Website,
3404,Belgium,Daily ICU occupancy per 100k,2020-05-06,2020-W19,542.0,Country_Website,
3405,Belgium,Daily ICU occupancy per 100k,2020-05-07,2020-W19,508.0,Country_Website,
3406,Belgium,Daily ICU occupancy per 100k,2020-05-08,2020-W19,502.0,Country_Website,
3407,Belgium,Daily ICU occupancy per 100k,2020-05-09,2020-W19,475.0,Country_Website,
3408,Belgium,Daily ICU occupancy per 100k,2020-05-10,2020-W19,477.0,Country_Website,
3409,Belgium,Daily ICU occupancy per 100k,2020-05-11,2020-W20,465.0,Country_Website,
3410,Belgium,Daily ICU occupancy per 100k,2020-05-12,2020-W20,427.0,Country_Website,
3411,Belgium,Daily ICU occupancy per 100k,2020-05-13,2020-W20,407.0,Country_Website,
3412,Belgium,Daily ICU occupancy per 100k,2020-05-14,2020-W20,380.0,Country_Website,
3413,Belgium,Daily ICU occupancy per 100k,2020-05-15,2020-W20,364.0,Country_Website,
3414,Belgium,Daily ICU occupancy per 100k,2020-05-16,2020-W20,345.0,Country_Website,
3415,Belgium,Daily ICU occupancy per 100k,2020-05-17,2020-W20,342.0,Country_Website,
3416,Belgium,Daily ICU occupancy per 100k,2020-05-18,2020-W21,345.0,Country_Website,
3417,Belgium,Daily ICU occupancy per 100k,2020-05-19,2020-W21,313.0,Country_Website,
3418,Belgium,Daily ICU occupancy per 100k,2020-05-20,2020-W21,277.0,Country_Website,
3419,Belgium,Daily ICU occupancy per 100k,2020-05-21,2020-W21,268.0,Country_Website,
3420,Belgium,Daily ICU occupancy per 100k,2020-05-22,2020-W21,259.0,Country_Website,
3421,Belgium,Daily ICU occupancy per 100k,2020-05-23,2020-W21,256.0,Country_Website,
3422,Belgium,Daily ICU occupancy per 100k,2020-05-24,2020-W21,251.0,Country_Website,
3423,Belgium,Daily ICU occupancy per 100k,2020-05-25,2020-W22,249.0,Country_Website,
3424,Belgium,Daily ICU occupancy per 100k,2020-05-26,2020-W22,223.0,Country_Website,
3425,Belgium,Daily ICU occupancy per 100k,2020-05-27,2020-W22,209.0,Country_Website,
3426,Belgium,Daily ICU occupancy per 100k,2020-05-28,2020-W22,187.0,Country_Website,
3427,Belgium,Daily ICU occupancy per 100k,2020-05-29,2020-W22,173.0,Country_Website,
3428,Belgium,Daily ICU occupancy per 100k,2020-05-30,2020-W22,168.0,Country_Website,
3429,Belgium,Daily ICU occupancy per 100k,2020-05-31,2020-W22,164.0,Country_Website,
3430,Belgium,Daily ICU occupancy per 100k,2020-06-01,2020-W23,166.0,Country_Website,
3431,Belgium,Daily ICU occupancy per 100k,2020-06-02,2020-W23,172.0,Country_Website,
3432,Belgium,Daily ICU occupancy per 100k,2020-06-03,2020-W23,145.0,Country_Website,
3433,Belgium,Daily ICU occupancy per 100k,2020-06-04,2020-W23,137.0,Country_Website,
3434,Belgium,Daily ICU occupancy per 100k,2020-06-05,2020-W23,121.0,Country_Website,
3435,Belgium,Daily ICU occupancy per 100k,2020-06-06,2020-W23,111.0,Country_Website,
3436,Belgium,Daily ICU occupancy per 100k,2020-06-07,2020-W23,116.0,Country_Website,
3437,Belgium,Daily ICU occupancy per 100k,2020-06-08,2020-W24,115.0,Country_Website,
3438,Belgium,Daily ICU occupancy per 100k,2020-06-09,2020-W24,102.0,Country_Website,
3439,Belgium,Daily ICU occupancy per 100k,2020-06-10,2020-W24,99.0,Country_Website,
3440,Belgium,Daily ICU occupancy per 100k,2020-06-11,2020-W24,89.0,Country_Website,
3441,Belgium,Daily ICU occupancy per 100k,2020-06-12,2020-W24,88.0,Country_Website,
3442,Belgium,Daily ICU occupancy per 100k,2020-06-13,2020-W24,82.0,Country_Website,
3443,Belgium,Daily ICU occupancy per 100k,2020-06-14,2020-W24,85.0,Country_Website,
3444,Belgium,Daily ICU occupancy per 100k,2020-06-15,2020-W25,76.0,Country_Website,
3445,Belgium,Daily ICU occupancy per 100k,2020-06-16,2020-W25,67.0,Country_Website,
3446,Belgium,Daily ICU occupancy per 100k,2020-06-17,2020-W25,60.0,Country_Website,
3447,Belgium,Daily ICU occupancy per 100k,2020-06-18,2020-W25,52.0,Country_Website,
3448,Belgium,Daily ICU occupancy per 100k,2020-06-19,2020-W25,50.0,Country_Website,
3449,Belgium,Daily ICU occupancy per 100k,2020-06-20,2020-W25,53.0,Country_Website,
3450,Belgium,Daily ICU occupancy per 100k,2020-06-21,2020-W25,50.0,Country_Website,
3451,Belgium,Daily ICU occupancy per 100k,2020-06-22,2020-W26,42.0,Country_Website,
3452,Belgium,Daily ICU occupancy per 100k,2020-06-23,2020-W26,41.0,Country_Website,
3453,Belgium,Daily ICU occupancy per 100k,2020-06-24,2020-W26,40.0,Country_Website,
3454,Belgium,Daily ICU occupancy per 100k,2020-06-25,2020-W26,38.0,Country_Website,
3455,Belgium,Daily ICU occupancy per 100k,2020-06-26,2020-W26,36.0,Country_Website,
3456,Belgium,Daily ICU occupancy per 100k,2020-06-27,2020-W26,34.0,Country_Website,
3457,Belgium,Daily ICU occupancy per 100k,2020-06-28,2020-W26,36.0,Country_Website,
3458,Belgium,Daily ICU occupancy per 100k,2020-06-29,2020-W27,41.0,Country_Website,
3459,Belgium,Daily ICU occupancy per 100k,2020-06-30,2020-W27,37.0,Country_Website,
3460,Belgium,Daily ICU occupancy per 100k,2020-07-01,2020-W27,36.0,Country_Website,
3461,Belgium,Daily ICU occupancy per 100k,2020-07-02,2020-W27,35.0,Country_Website,
3462,Belgium,Daily ICU occupancy per 100k,2020-07-03,2020-W27,32.0,Country_Website,
3463,Belgium,Daily ICU occupancy per 100k,2020-07-04,2020-W27,29.0,Country_Website,
3464,Belgium,Daily ICU occupancy per 100k,2020-07-05,2020-W27,30.0,Country_Website,
3465,Belgium,Daily ICU occupancy per 100k,2020-07-06,2020-W28,27.0,Country_Website,
3466,Belgium,Daily ICU occupancy per 100k,2020-07-07,2020-W28,32.0,Country_Website,
3467,Belgium,Daily ICU occupancy per 100k,2020-07-08,2020-W28,32.0,Country_Website,
3468,Belgium,Daily ICU occupancy per 100k,2020-07-09,2020-W28,36.0,Country_Website,
3469,Belgium,Daily ICU occupancy per 100k,2020-07-10,2020-W28,32.0,Country_Website,
3470,Belgium,Daily ICU occupancy per 100k,2020-07-11,2020-W28,28.0,Country_Website,
3471,Belgium,Daily ICU occupancy per 100k,2020-07-12,2020-W28,27.0,Country_Website,
3472,Belgium,Daily ICU occupancy per 100k,2020-07-13,2020-W29,23.0,Country_Website,
3473,Belgium,Daily ICU occupancy per 100k,2020-07-14,2020-W29,27.0,Country_Website,
3474,Belgium,Daily ICU occupancy per 100k,2020-07-15,2020-W29,27.0,Country_Website,
3475,Belgium,Daily ICU occupancy per 100k,2020-07-16,2020-W29,28.0,Country_Website,
3476,Belgium,Daily ICU occupancy per 100k,2020-07-17,2020-W29,28.0,Country_Website,
3477,Belgium,Daily ICU occupancy per 100k,2020-07-18,2020-W29,30.0,Country_Website,
3478,Belgium,Daily ICU occupancy per 100k,2020-07-19,2020-W29,31.0,Country_Website,
3479,Belgium,Daily ICU occupancy per 100k,2020-07-20,2020-W30,36.0,Country_Website,
3480,Belgium,Daily ICU occupancy per 100k,2020-07-21,2020-W30,33.0,Country_Website,
3481,Belgium,Daily ICU occupancy per 100k,2020-07-22,2020-W30,41.0,Country_Website,
3482,Belgium,Daily ICU occupancy per 100k,2020-07-23,2020-W30,40.0,Country_Website,
3483,Belgium,Daily ICU occupancy per 100k,2020-07-24,2020-W30,41.0,Country_Website,
3484,Belgium,Daily ICU occupancy per 100k,2020-07-25,2020-W30,44.0,Country_Website,
3485,Belgium,Daily ICU occupancy per 100k,2020-07-26,2020-W30,47.0,Country_Website,
3486,Belgium,Daily ICU occupancy per 100k,2020-07-27,2020-W31,52.0,Country_Website,
3487,Belgium,Daily ICU occupancy per 100k,2020-07-28,2020-W31,49.0,Country_Website,
3488,Belgium,Daily ICU occupancy per 100k,2020-07-29,2020-W31,47.0,Country_Website,
3489,Belgium,Daily ICU occupancy per 100k,2020-07-30,2020-W31,42.0,Country_Website,
3490,Belgium,Daily ICU occupancy per 100k,2020-07-31,2020-W31,48.0,Country_Website,
3491,Belgium,Daily ICU occupancy per 100k,2020-08-01,2020-W31,56.0,Country_Website,
3492,Belgium,Daily ICU occupancy per 100k,2020-08-02,2020-W31,58.0,Country_Website,
3493,Belgium,Daily ICU occupancy per 100k,2020-08-03,2020-W32,54.0,Country_Website,
3494,Belgium,Daily ICU occupancy per 100k,2020-08-04,2020-W32,63.0,Country_Website,
3495,Belgium,Daily ICU occupancy per 100k,2020-08-05,2020-W32,61.0,Country_Website,
3496,Belgium,Daily ICU occupancy per 100k,2020-08-06,2020-W32,65.0,Country_Website,
3497,Belgium,Daily ICU occupancy per 100k,2020-08-07,2020-W32,69.0,Country_Website,
3498,Belgium,Daily ICU occupancy per 100k,2020-08-08,2020-W32,67.0,Country_Website,
3499,Belgium,Daily ICU occupancy per 100k,2020-08-09,2020-W32,69.0,Country_Website,
3500,Belgium,Daily ICU occupancy per 100k,2020-08-10,2020-W33,73.0,Country_Website,
3501,Belgium,Daily ICU occupancy per 100k,2020-08-11,2020-W33,77.0,Country_Website,
3502,Belgium,Daily ICU occupancy per 100k,2020-08-12,2020-W33,76.0,Country_Website,
3503,Belgium,Daily ICU occupancy per 100k,2020-08-13,2020-W33,74.0,Country_Website,
3504,Belgium,Daily ICU occupancy per 100k,2020-08-14,2020-W33,80.0,Country_Website,
3505,Belgium,Daily ICU occupancy per 100k,2020-08-15,2020-W33,82.0,Country_Website,
3506,Belgium,Daily ICU occupancy per 100k,2020-08-16,2020-W33,86.0,Country_Website,
3507,Belgium,Daily ICU occupancy per 100k,2020-08-17,2020-W34,91.0,Country_Website,
3508,Belgium,Daily ICU occupancy per 100k,2020-08-18,2020-W34,89.0,Country_Website,
3509,Belgium,Daily ICU occupancy per 100k,2020-08-19,2020-W34,83.0,Country_Website,
3510,Belgium,Daily ICU occupancy per 100k,2020-08-20,2020-W34,82.0,Country_Website,
3511,Belgium,Daily ICU occupancy per 100k,2020-08-21,2020-W34,84.0,Country_Website,
3512,Belgium,Daily ICU occupancy per 100k,2020-08-22,2020-W34,85.0,Country_Website,
3513,Belgium,Daily ICU occupancy per 100k,2020-08-23,2020-W34,87.0,Country_Website,
3514,Belgium,Daily ICU occupancy per 100k,2020-08-24,2020-W35,89.0,Country_Website,
3515,Belgium,Daily ICU occupancy per 100k,2020-08-25,2020-W35,85.0,Country_Website,
3516,Belgium,Daily ICU occupancy per 100k,2020-08-26,2020-W35,81.0,Country_Website,
3517,Belgium,Daily ICU occupancy per 100k,2020-08-27,2020-W35,82.0,Country_Website,
3518,Belgium,Daily ICU occupancy per 100k,2020-08-28,2020-W35,77.0,Country_Website,
3519,Belgium,Daily ICU occupancy per 100k,2020-08-29,2020-W35,72.0,Country_Website,
3520,Belgium,Daily ICU occupancy per 100k,2020-08-30,2020-W35,71.0,Country_Website,
3521,Belgium,Daily ICU occupancy per 100k,2020-08-31,2020-W36,74.0,Country_Website,
3522,Belgium,Daily ICU occupancy per 100k,2020-09-01,2020-W36,68.0,Country_Website,
3523,Belgium,Daily ICU occupancy per 100k,2020-09-02,2020-W36,60.0,Country_Website,
3524,Belgium,Daily ICU occupancy per 100k,2020-09-03,2020-W36,58.0,Country_Website,
3525,Belgium,Daily ICU occupancy per 100k,2020-09-04,2020-W36,52.0,Country_Website,
3526,Belgium,Daily ICU occupancy per 100k,2020-09-05,2020-W36,53.0,Country_Website,
3527,Belgium,Daily ICU occupancy per 100k,2020-09-06,2020-W36,53.0,Country_Website,
3528,Belgium,Daily ICU occupancy per 100k,2020-09-07,2020-W37,52.0,Country_Website,
3529,Belgium,Daily ICU occupancy per 100k,2020-09-08,2020-W37,59.0,Country_Website,
3530,Belgium,Daily ICU occupancy per 100k,2020-09-09,2020-W37,60.0,Country_Website,
3531,Belgium,Daily ICU occupancy per 100k,2020-09-10,2020-W37,65.0,Country_Website,
3532,Belgium,Daily ICU occupancy per 100k,2020-09-11,2020-W37,67.0,Country_Website,
3533,Belgium,Daily ICU occupancy per 100k,2020-09-12,2020-W37,68.0,Country_Website,
3534,Belgium,Daily ICU occupancy per 100k,2020-09-13,2020-W37,71.0,Country_Website,
3535,Belgium,Daily ICU occupancy per 100k,2020-09-14,2020-W38,72.0,Country_Website,
3536,Belgium,Daily ICU occupancy per 100k,2020-09-15,2020-W38,67.0,Country_Website,
3537,Belgium,Daily ICU occupancy per 100k,2020-09-16,2020-W38,74.0,Country_Website,
3538,Belgium,Daily ICU occupancy per 100k,2020-09-17,2020-W38,69.0,Country_Website,
3539,Belgium,Daily ICU occupancy per 100k,2020-09-18,2020-W38,78.0,Country_Website,
3540,Belgium,Daily ICU occupancy per 100k,2020-09-19,2020-W38,78.0,Country_Website,
3541,Belgium,Daily ICU occupancy per 100k,2020-09-20,2020-W38,77.0,Country_Website,
3542,Belgium,Daily ICU occupancy per 100k,2020-09-21,2020-W39,87.0,Country_Website,
3543,Belgium,Daily ICU occupancy per 100k,2020-09-22,2020-W39,94.0,Country_Website,
3544,Belgium,Daily ICU occupancy per 100k,2020-09-23,2020-W39,95.0,Country_Website,
3545,Belgium,Daily ICU occupancy per 100k,2020-09-24,2020-W39,104.0,Country_Website,
3546,Belgium,Daily ICU occupancy per 100k,2020-09-25,2020-W39,110.0,Country_Website,
3547,Belgium,Daily ICU occupancy per 100k,2020-09-26,2020-W39,120.0,Country_Website,
3548,Belgium,Daily ICU occupancy per 100k,2020-09-27,2020-W39,135.0,Country_Website,
3549,Belgium,Daily ICU occupancy per 100k,2020-09-28,2020-W40,140.0,Country_Website,
3550,Belgium,Daily ICU occupancy per 100k,2020-09-29,2020-W40,150.0,Country_Website,
3551,Belgium,Daily ICU occupancy per 100k,2020-09-30,2020-W40,157.0,Country_Website,
3552,Belgium,Daily ICU occupancy per 100k,2020-10-01,2020-W40,156.0,Country_Website,
3553,Belgium,Daily ICU occupancy per 100k,2020-10-02,2020-W40,163.0,Country_Website,
3554,Belgium,Daily ICU occupancy per 100k,2020-10-03,2020-W40,185.0,Country_Website,
3555,Belgium,Daily ICU occupancy per 100k,2020-10-04,2020-W40,186.0,Country_Website,
3556,Belgium,Daily ICU occupancy per 100k,2020-10-05,2020-W41,195.0,Country_Website,
3557,Belgium,Daily ICU occupancy per 100k,2020-10-06,2020-W41,189.0,Country_Website,
3558,Belgium,Daily ICU occupancy per 100k,2020-10-07,2020-W41,201.0,Country_Website,
3559,Belgium,Daily ICU occupancy per 100k,2020-10-08,2020-W41,213.0,Country_Website,
3560,Belgium,Daily ICU occupancy per 100k,2020-10-09,2020-W41,214.0,Country_Website,
3561,Belgium,Daily ICU occupancy per 100k,2020-10-10,2020-W41,228.0,Country_Website,
3562,Belgium,Daily ICU occupancy per 100k,2020-10-11,2020-W41,245.0,Country_Website,
3563,Belgium,Daily ICU occupancy per 100k,2020-10-12,2020-W42,268.0,Country_Website,
3564,Belgium,Daily ICU occupancy per 100k,2020-10-13,2020-W42,281.0,Country_Website,
3565,Belgium,Daily ICU occupancy per 100k,2020-10-14,2020-W42,313.0,Country_Website,
3566,Belgium,Daily ICU occupancy per 100k,2020-10-15,2020-W42,327.0,Country_Website,
3567,Belgium,Daily ICU occupancy per 100k,2020-10-16,2020-W42,358.0,Country_Website,
3568,Belgium,Daily ICU occupancy per 100k,2020-10-17,2020-W42,384.0,Country_Website,
3569,Belgium,Daily ICU occupancy per 100k,2020-10-18,2020-W42,412.0,Country_Website,
3570,Belgium,Daily ICU occupancy per 100k,2020-10-19,2020-W43,446.0,Country_Website,
3571,Belgium,Daily ICU occupancy per 100k,2020-10-20,2020-W43,487.0,Country_Website,
3572,Belgium,Daily ICU occupancy per 100k,2020-10-21,2020-W43,525.0,Country_Website,
3573,Belgium,Daily ICU occupancy per 100k,2020-10-22,2020-W43,573.0,Country_Website,
3574,Belgium,Daily ICU occupancy per 100k,2020-10-23,2020-W43,633.0,Country_Website,
3575,Belgium,Daily ICU occupancy per 100k,2020-10-24,2020-W43,694.0,Country_Website,
3576,Belgium,Daily ICU occupancy per 100k,2020-10-25,2020-W43,756.0,Country_Website,
3577,Belgium,Daily ICU occupancy per 100k,2020-10-26,2020-W44,812.0,Country_Website,
3578,Belgium,Daily ICU occupancy per 100k,2020-10-27,2020-W44,912.0,Country_Website,
3579,Belgium,Daily ICU occupancy per 100k,2020-10-28,2020-W44,994.0,Country_Website,
3580,Belgium,Daily ICU occupancy per 100k,2020-10-29,2020-W44,1057.0,Country_Website,
3581,Belgium,Daily ICU occupancy per 100k,2020-10-30,2020-W44,1105.0,Country_Website,
3582,Belgium,Daily ICU occupancy per 100k,2020-10-31,2020-W44,1161.0,Country_Website,
3583,Belgium,Daily ICU occupancy per 100k,2020-11-01,2020-W44,1223.0,Country_Website,
3584,Belgium,Daily ICU occupancy per 100k,2020-11-02,2020-W45,1302.0,Country_Website,
3585,Belgium,Daily ICU occupancy per 100k,2020-11-03,2020-W45,1353.0,Country_Website,
3586,Belgium,Daily ICU occupancy per 100k,2020-11-04,2020-W45,1412.0,Country_Website,
3587,Belgium,Daily ICU occupancy per 100k,2020-11-05,2020-W45,1428.0,Country_Website,
3588,Belgium,Daily ICU occupancy per 100k,2020-11-06,2020-W45,1459.0,Country_Website,
3589,Belgium,Daily ICU occupancy per 100k,2020-11-07,2020-W45,1464.0,Country_Website,
3590,Belgium,Daily ICU occupancy per 100k,2020-11-08,2020-W45,1470.0,Country_Website,
3591,Belgium,Daily ICU occupancy per 100k,2020-11-09,2020-W46,1474.0,Country_Website,
3592,Belgium,Daily ICU occupancy per 100k,2020-11-10,2020-W46,1470.0,Country_Website,
3593,Belgium,Daily ICU occupancy per 100k,2020-11-11,2020-W46,1463.0,Country_Website,
3594,Belgium,Daily ICU occupancy per 100k,2020-11-12,2020-W46,1456.0,Country_Website,
3595,Belgium,Daily ICU occupancy per 100k,2020-11-13,2020-W46,1457.0,Country_Website,
3596,Belgium,Daily ICU occupancy per 100k,2020-11-14,2020-W46,1423.0,Country_Website,
3597,Belgium,Daily ICU occupancy per 100k,2020-11-15,2020-W46,1439.0,Country_Website,
3598,Belgium,Daily ICU occupancy per 100k,2020-11-16,2020-W47,1408.0,Country_Website,
3599,Belgium,Daily ICU occupancy per 100k,2020-11-17,2020-W47,1356.0,Country_Website,
3600,Belgium,Daily ICU occupancy per 100k,2020-11-18,2020-W47,1323.0,Country_Website,
3601,Belgium,Daily ICU occupancy per 100k,2020-11-19,2020-W47,1286.0,Country_Website,
3602,Belgium,Daily ICU occupancy per 100k,2020-11-20,2020-W47,1256.0,Country_Website,
3603,Belgium,Daily ICU occupancy per 100k,2020-11-21,2020-W47,1201.0,Country_Website,
3604,Belgium,Daily ICU occupancy per 100k,2020-11-22,2020-W47,1194.0,Country_Website,
3605,Belgium,Daily ICU occupancy per 100k,2020-11-23,2020-W48,1168.0,Country_Website,
3606,Belgium,Daily ICU occupancy per 100k,2020-11-24,2020-W48,1105.0,Country_Website,
3607,Belgium,Daily ICU occupancy per 100k,2020-11-25,2020-W48,1071.0,Country_Website,
3608,Belgium,Daily ICU occupancy per 100k,2020-11-26,2020-W48,1034.0,Country_Website,
3609,Belgium,Daily ICU occupancy per 100k,2020-11-27,2020-W48,997.0,Country_Website,
3610,Belgium,Daily ICU occupancy per 100k,2020-11-28,2020-W48,946.0,Country_Website,
3611,Belgium,Daily ICU occupancy per 100k,2020-11-29,2020-W48,904.0,Country_Website,
3612,Belgium,Daily ICU occupancy per 100k,2020-11-30,2020-W49,900.0,Country_Website,
3613,Belgium,Daily ICU occupancy per 100k,2020-12-01,2020-W49,854.0,Country_Website,
3614,Belgium,Daily ICU occupancy per 100k,2020-12-02,2020-W49,829.0,Country_Website,
3615,Belgium,Daily ICU occupancy per 100k,2020-12-03,2020-W49,786.0,Country_Website,
3616,Belgium,Daily ICU occupancy per 100k,2020-12-04,2020-W49,789.0,Country_Website,
3617,Belgium,Daily ICU occupancy per 100k,2020-12-05,2020-W49,753.0,Country_Website,
3618,Belgium,Daily ICU occupancy per 100k,2020-12-06,2020-W49,744.0,Country_Website,
3619,Belgium,Daily ICU occupancy per 100k,2020-12-07,2020-W50,724.0,Country_Website,
3620,Belgium,Daily ICU occupancy per 100k,2020-12-08,2020-W50,677.0,Country_Website,
3621,Belgium,Daily ICU occupancy per 100k,2020-12-09,2020-W50,662.0,Country_Website,
3622,Belgium,Daily ICU occupancy per 100k,2020-12-10,2020-W50,658.0,Country_Website,
3623,Belgium,Daily ICU occupancy per 100k,2020-12-11,2020-W50,646.0,Country_Website,
3624,Belgium,Daily ICU occupancy per 100k,2020-12-12,2020-W50,627.0,Country_Website,
3625,Belgium,Daily ICU occupancy per 100k,2020-12-13,2020-W50,617.0,Country_Website,
3626,Belgium,Daily ICU occupancy per 100k,2020-12-14,2020-W51,615.0,Country_Website,
3627,Belgium,Daily ICU occupancy per 100k,2020-12-15,2020-W51,594.0,Country_Website,
3628,Belgium,Daily ICU occupancy per 100k,2020-12-16,2020-W51,571.0,Country_Website,
3629,Belgium,Daily ICU occupancy per 100k,2020-12-17,2020-W51,562.0,Country_Website,
3630,Belgium,Daily ICU occupancy per 100k,2020-12-18,2020-W51,547.0,Country_Website,
3631,Belgium,Daily ICU occupancy per 100k,2020-12-19,2020-W51,541.0,Country_Website,
3632,Belgium,Daily ICU occupancy per 100k,2020-12-20,2020-W51,543.0,Country_Website,
3633,Belgium,Daily ICU occupancy per 100k,2020-12-21,2020-W52,546.0,Country_Website,
3634,Belgium,Daily ICU occupancy per 100k,2020-12-22,2020-W52,536.0,Country_Website,
3635,Belgium,Daily ICU occupancy per 100k,2020-12-23,2020-W52,512.0,Country_Website,
3636,Belgium,Daily ICU occupancy per 100k,2020-12-24,2020-W52,514.0,Country_Website,
3637,Belgium,Daily ICU occupancy per 100k,2020-12-25,2020-W52,511.0,Country_Website,
3638,Belgium,Daily ICU occupancy per 100k,2020-12-26,2020-W52,493.0,Country_Website,
3639,Belgium,Daily ICU occupancy per 100k,2020-12-27,2020-W52,491.0,Country_Website,
3640,Belgium,Daily ICU occupancy per 100k,2020-12-28,2020-W53,510.0,Country_Website,
